date,hour,address,district,beat,grid,description,ucr_ncic_code,code_description,latitude,longitude
1/26/06,15:56,2549 DEL PASO BLVD,2,2B        ,563,TOWED/STORED VEH-14602.6,7000,Code not found,38.61363201,-121.44605870000001
1/26/06,16:00,915 SUNWOOD WAY,4,4C        ,1286,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.48899394,-121.5251663
1/26/06,16:00,8TH ST / K ST,3,3M        ,742,LOST PROPERTY - I RPT,7000,Code not found,38.57991197,-121.4966071
1/26/06,16:00,6600 RANCHO MADERA WAY,6,6C        ,1443,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.50713141,-121.4243199
1/26/06,16:00,7468 24TH ST,5,5A        ,1385,MISSING PERSON I RPT,7000,Code not found,38.48823968,-121.4806581
1/26/06,16:00,2250 68TH AVE,5,5A        ,1384,243.2(A)(1) BATT/SCHOOL INJURY,1315,Aggravated Assault-Weapon,38.48934244,-121.4859396
1/26/06,16:00,3312 BELDEN ST,2,2B        ,525,484 PETTY THEFT/LICENSE PLATE,2399,Larceny-Remarks,38.62863462,-121.4412303
1/26/06,16:00,5555 FLORIN PERKINS RD,6,6C        ,1147,487(A) PC GRAND THEFT,2303,Shoplifting,38.52615247,-121.3884382
1/26/06,16:00,DEL PASO BLVD / ELEANOR AVE,2,2B        ,564,TOWED/STORED VEH-14602.6,7000,Code not found,38.61564793,-121.4427075
1/26/06,16:00,10 SINSKEY CT,5,5C        ,1654,SUSPICIOUS VEHICLE - I RPT,7000,Code not found,38.44613053,-121.4097064
1/26/06,16:02,518 14TH ST,3,3A        ,725,TOWED/STORED VEHICLE,7000,Code not found,38.58373458,-121.486043
1/26/06,16:04,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,Code not found,38.63862878,-121.3815598
1/26/06,16:08,5629 CAPSTAN WAY,4,4A        ,1221,O/S AGENCY -ASSISTANCE- I RPT,7000,Code not found,38.52474322,-121.52382050000001
1/26/06,16:16,137 OTTO CIR,4,4B        ,1336,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.50773512,-121.4762318
1/26/06,16:19,3131 PALMER ST,2,2B        ,546,CASUALTY REPORT,7000,Code not found,38.6247477,-121.4307875
1/26/06,16:20,X ST / 16TH ST,4,4A        ,906,NON INJ HR/MAIL OUT REPORT,7000,Code not found,38.56268259,-121.4918953
1/26/06,16:31,SWARTHMORE DR / HOWE AVE,3,3C        ,877,20001(A) VC HIT/RUN INJ/DEATH,5401,Hit and Run,38.56536191,-121.4090347
1/26/06,16:43,SOUTH AVE / MARYSVILLE BLVD,2,2B        ,516,TOWED/STORED VEH-14602.6,7000,Code not found,38.63292418,-121.43059620000001
1/26/06,16:45,8387 FOLSOM BLVD,3,3C        ,1115,11377(A)HS POSS AMPHETAMINES,3572,Amphetamine-Possession,38.54818818,-121.3940644
1/26/06,16:46,GLENROSE AVE / DEL PASO BLVD,2,2B        ,564,TOWED/STORED VEH-14602.6,7000,Code not found,38.61564793,-121.4427075
1/26/06,16:48,BANNON CREEK DR / CROSSMILL WAY,1,1B        ,424,243(D) PC BATT/CIVILIAN W/INJ,1315,Aggravated Assault-Weapon,38.61675238,-121.50190500000001
1/26/06,16:50,4408 TRUXEL RD,1,1A        ,307,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.65024515,-121.50913290000001
1/26/06,16:51,24TH ST / FLORIN RD,4,5A        ,1356,TOWED/STORED VEHICLE,7000,Code not found,38.49575914,-121.4827348
1/26/06,16:55,WATT AVE / AUBURN BLVD,2,          ,509,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.63715334,-121.3829415
1/26/06,17:00,4560 10TH AVE,6,6A        ,1034,484 PETTY THEFT/LICENSE PLATE,2399,Larceny-Remarks,38.54276722,-121.4535315
1/26/06,17:00,2790 21ST ST,4,4A        ,917,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.55317669,-121.48827730000001
1/26/06,17:00,1919 19TH ST,3,3B        ,776,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.56623766,-121.48546950000001
1/26/06,17:07,EL CAMINO AVE / DEL PASO BLVD,2,2C        ,563,TOWED/STORED VEH-14602.6,7000,Code not found,38.61112661,-121.4487064
1/26/06,17:20,NORTH AVE / MARYSVILLE BLVD,2,2A        ,506,TOWED/STORED VEH-14602.6,7000,Code not found,38.64011428,-121.42916979999998
1/26/06,17:28,2000 DEL PASO BLVD,2,2C        ,603,653.22(A) LOITER PROSTITUTION,4099,Commerical Sex-Remarks,38.60880668,-121.4528434
1/26/06,17:30,2505 RIVERSIDE BLVD,4,4A        ,905,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.56201402,-121.4972545
1/26/06,17:30,7141 GIFT LN,6,6C        ,1403,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.51698304,-121.421399
1/26/06,17:30,2196 FERRAN AVE,5,5A        ,1502,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.48072279,-121.487144
1/26/06,17:44,COLFAX ST / DEL PASO BLVD,2,2C        ,611,TRAFFIC - I RPT,7000,Code not found,38.60407552,-121.4634269
1/26/06,17:45,4305 FREEPORT BLVD,4,4A        ,957,484 PC   PETTY THEFT/INSIDE,2308,Larceny-From Building,38.53527057,-121.49330359999999
1/26/06,17:55,4410 POWER INN RD,6,6C        ,1133,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.53499467,-121.41016359999999
1/26/06,17:58,8650 FALMOUTH WAY,5,5C        ,1654,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.44383839,-121.4245504
1/26/06,18:00,CENTER PKWY / BAMFORD DR,5,5B        ,1623,23222(B)POSSESS MARIJ IN VEH,5499,Traffic Offense-Remarks,38.47029379999999,-121.43475649999999
1/26/06,18:00,6244 LEMON HILL AVE,6,6B        ,1421,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.51491299,-121.4320057
1/26/06,18:00,914 11TH ST,3,3M        ,734,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.58079457,-121.4918433
1/26/06,18:00,3109 JUDAH ST,2,2B        ,546,LOST PROPERTY - I RPT,7000,Code not found,38.62352342,-121.4280845
1/26/06,18:00,ORCHARD LN / W EL CAMINO AVE,1,1B        ,468,487(A) PC GRAND THEFT,2303,Shoplifting,38.61401423,-121.5300525
1/26/06,18:08,D ST / 12TH ST,3,3A        ,715,529 PC FALSE PERSONATION,2604,Fraud-Imperson,38.58615671,-121.4879497
1/26/06,18:15,2236 PIERRE AVE,5,5A        ,1503,CASUALTY REPORT,7000,Code not found,38.47849643,-121.48542379999999
1/26/06,18:28,FLORIN RD / S LAND PARK DR,4,4C        ,1279,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.49549964,-121.51211119999999
1/26/06,18:55,5661 40TH AVE,6,6B        ,1401,243(E)1 BATTERY NONCOHAB SPOUS,1315,Aggravated Assault-Weapon,38.51828144,-121.43632690000001
1/26/06,19:00,3450 SAGEHEN WAY,1,1B        ,403,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.63069377,-121.49122849999999
1/26/06,19:00,3317 RIO LINDA BLVD,2,2B        ,523,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.62732227,-121.44642140000002
1/26/06,19:00,1689 ARDEN WAY,2,2C        ,619,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.60154457,-121.42747
1/26/06,19:00,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.54016571,-121.50004799999999
1/26/06,19:06,2501 6TH AVE,4,4A        ,928,273.6(A) PC VIO DV COURT ORDER,5007,Obstructing Court Order,38.54619323,-121.4813727
1/26/06,19:06,1060 NORTH AVE,2,2A        ,504,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.64004786,-121.44088870000002
1/26/06,19:12,3291 TRUXEL RD,1,1B        ,412,211 PC  ROBBERY UNSPECIFIED,1299,Robbery-Remarks,38.6270814,-121.4984478
1/26/06,19:24,2688 STONECREEK DR,1,1B        ,435,11351 HS POSS/SALE OPIATE/NARC,3522,Opium/Derivative-Possession,38.61465862,-121.49210590000001
1/26/06,19:30,2375 MOSSY BANK DR,1,1B        ,444,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.60956898,-121.4968142
1/26/06,19:45,BROADWAY / RIVERSIDE BLVD,4,4A        ,905,CASUALTY REPORT,7000,Code not found,38.56321928,-121.4984736
1/26/06,19:53,3825 ROBINRIDGE WAY,5,5B        ,1399,SUSP PERS-NO CRIME - I RPT,7000,Code not found,38.48616681,-121.46388290000002
1/26/06,19:55,3138 1ST AVE,6,6A        ,1011,211 PC  ROBBERY UNSPECIFIED,1299,Robbery-Remarks,38.55464254,-121.4722717
1/26/06,20:00,2771 GROVE AVE,2,2B        ,541,MISSING PERSON,7000,Code not found,38.61812954,-121.459947
1/26/06,20:00,602 12TH ST,3,3A        ,724,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.58357633,-121.4893746
1/26/06,20:00,6700 MACK RD,5,5C        ,1624,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.4726202,-121.4237492
1/26/06,20:07,2339 NORTHGATE BLVD,1,1C        ,447,211 PC ROBBERY-PURSE SNATCH,1210,Forcible Purse Snatching,38.60870001,-121.4767011
1/26/06,20:10,5040 FRANKLIN BLVD,4,4B        ,969,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.52933607,-121.4735075
1/26/06,20:13,3200 5TH AVE,6,6A        ,1021,484 PETTY THEFT/LICENSE PLATE,2399,Larceny-Remarks,38.54911008,-121.47180559999998
1/26/06,20:15,624 REGGINALD WAY,2,2A        ,233,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.64450436,-121.4511933
1/26/06,20:21,3532 Y ST,6,6A        ,1013,211 PC  ROBBERY UNSPECIFIED,1299,Robbery-Remarks,38.55426465,-121.4665115
1/26/06,20:26,HENRIETTA DR / MEADOWVIEW RD,5,5A        ,1392,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.48136888,-121.4966972
1/26/06,20:29,HENRIETTA DR / MEADOWVIEW RD,5,5A        ,1392,23152(A) VC DUI-ALCOHOL/DRUGS,5404,Driving Under Influence-Liquor,38.48136888,-121.4966972
1/26/06,20:30,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON,7000,Code not found,38.53881527,-121.47901399999999
1/26/06,20:30,TRUXEL RD / NATOMAS BLVD,1,1A        ,145,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.65599922,-121.5120524
1/26/06,20:31,STOCKTON BLVD / 34TH ST,3,3C        ,851,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.56326638,-121.46543700000001
1/26/06,20:42,724 W EL CAMINO AVE,1,1C        ,447,23152(A) VC DUI-ALCOHOL/DRUGS,5404,Driving Under Influence-Liquor,38.61154684,-121.4802044
1/26/06,20:45,3 COLES POINT CT,5,5C        ,1654,MISCELLANEOUS I RPT (ZMISC),7000,Code not found,38.44511463,-121.4194843
1/26/06,21:00,8148 PORT ROYALE WAY,5,5B        ,1631,594(B)(1)PC  VANDALISM +$400,2999,Damage Property-Remarks,38.46257018,-121.43941720000001
1/26/06,21:07,4018 35TH ST,6,6A        ,1051,415(3) PC DIST PEACE OFF WORDS,5399,Public Peace-Remarks,38.53809209,-121.4691287
1/26/06,21:08,3351 DUCKHORN DR,1,1A        ,344,594(B)(1)PC  VANDALISM +$400,2999,Damage Property-Remarks,38.62848932,-121.5236456
1/26/06,21:25,BROADWAY / 1ST AVE,6,6A        ,1012,653.22(A) LOITER PROSTITUTION,4099,Commerical Sex-Remarks,38.55468143,-121.47116640000002
1/26/06,21:30,1121 GUAVA WAY,1,1B        ,404,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.62906044,-121.4863638
1/26/06,21:30,6730 4TH AVE,6,6C        ,1111,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.54783739,-121.42432029999999
1/26/06,21:30,4640 NATOMAS BLVD,1,1A        ,145,484 PETTY THEFT CLOUT UNLOCKED,2305,Larceny-From Auto,38.65731154,-121.51199790000001
1/26/06,21:50,4968 MACK RD,5,5B        ,1621,487(A) PC GRAND THEFT,2303,Shoplifting,38.47390737,-121.4420842
1/26/06,21:59,COLFAX ST / BAY DR,2,2B        ,551,11350(A)HS POSS CNTRL SUBST,3532,Cocaine-Possession,38.61312045,-121.46397830000001
1/26/06,22:00,17TH ST / H ST,3,3B        ,726,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.57993959,-121.48293600000001
1/26/06,22:00,POWER INN RD / MERCED AVE,6,6C        ,1134,484 PC   PETTY THEFT/INSIDE,2308,Larceny-From Building,38.53519,-121.4091587
1/26/06,22:00,5648 AMNEST WAY,1,1A        ,106,487(A) PC GRAND THEFT,2303,Shoplifting,38.67801954,-121.4936544
1/26/06,22:00,19 TIMBERWOOD CT,1,1B        ,434,594(B)(1)PC  VANDALISM +$400,2999,Damage Property-Remarks,38.61354404,-121.50101399999998
1/26/06,22:00,131 SAGINAW CIR,1,1C        ,414,MISSING PERSON,7000,Code not found,38.62514818,-121.49400890000001
1/26/06,22:00,3725 MAY ST,2,2A        ,513,487(A) PC GRAND THEFT,2303,Shoplifting,38.63573789,-121.44284099999999
1/26/06,22:00,H ST / 16TH ST,3,3A        ,726,484 PC  PETTY THEFT/ OUTSIDE,2309,Larceny-From Yards,38.58029426,-121.48426620000001
1/26/06,22:00,53 OMAHA CT,5,5C        ,1605,538D PC IMPERSON PEACE OFFICER,2604,Fraud-Imperson,38.47994748,-121.4311763
1/26/06,22:05,1930 28TH ST,3,3B        ,778,594(B)(1)PC  VANDALISM +$400,2999,Damage Property-Remarks,38.56312416,-121.4739507
1/26/06,22:09,5930 S LAND PARK DR,4,4C        ,1227,451(D) PC  ARSON OF PROPERTY,2099,Arson-Remarks,38.51876369,-121.51287849999999
1/26/06,22:12,ELDER CREEK RD / 65TH STREET EXPY,6,6C        ,1422,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.51052171,-121.42744840000002
1/26/06,22:15,38TH ST / 9TH AVE,6,6A        ,1031,211 PC  ROBBERY UNSPECIFIED,1299,Robbery-Remarks,38.54394982,-121.46628100000001
1/26/06,22:16,WYNDHAM DR / ARROYO VISTA DR,5,5C        ,1624,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.4689635,-121.42118359999999
1/26/06,22:30,4850 NATOMAS BLVD,1,1A        ,145,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.66183536,-121.5077537
1/26/06,22:30,1401 ARDEN WAY,2,2C        ,616,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.60468382,-121.4315006
1/26/06,22:33,6730 4TH AVE,6,6C        ,1111,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.54783739,-121.42432029999999
1/26/06,23:00,5 SHIPMAN CT,5,5C        ,1654,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.44408174,-121.42323909999999
1/26/06,23:00,5425 TROUTDALE WAY,5,5C        ,1644,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.45300832,-121.4398868
1/26/06,23:00,2611 U ST,3,3B        ,788,484 PETTY THEFT/LICENSE PLATE,2399,Larceny-Remarks,38.56263065,-121.47654229999999
1/26/06,23:00,200 BICENTENNIAL CIR,3,3C        ,1102,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.55125471,-121.4071828
1/26/06,23:05,DEL PASO RD / TOWN CENTER DR,1,1A        ,144,SUSP PERS-NO CRIME - I RPT,7000,Code not found,38.65588957,-121.5219811
1/26/06,23:30,5201 59TH ST,6,6B        ,1087,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.52796591,-121.43678870000001
1/27/06,0:00,2851 AZEVEDO DR,1,1B        ,422,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.61737298,-121.50898470000001
1/27/06,0:00,3200 TRUXEL RD,1,1C        ,414,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.62649659,-121.49719879999999
1/27/06,0:00,72 BONAVENTURE CT,5,5C        ,1637,530.5 PC USE PERSONAL ID INFO,2604,Fraud-Imperson,38.46353269,-121.41967690000001
1/27/06,0:00,5655 11TH AVE,6,6B        ,1036,484G(B) PC ACCESS CARD FRAUD,2605,Fraud-Illegal Use Credit Cards,38.54233994,-121.43997590000001
1/27/06,0:00,4821 HILLSBORO LN,4,4A        ,1205,484G(B) PC ACCESS CARD FRAUD,2605,Fraud-Illegal Use Credit Cards,38.5298745,-121.5059335
1/27/06,0:00,2657 FREEPORT BLVD,4,4A        ,906,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.55729053,-121.4889962
1/27/06,0:00,2103 V ST,3,3B        ,787,484G(B) PC ACCESS CARD FRAUD,2605,Fraud-Illegal Use Credit Cards,38.56317157,-121.48387240000001
1/27/06,0:00,1 CLAUSS CT,6,6B        ,1084,487(A) PC GRAND THEFT,2303,Shoplifting,38.52935875,-121.4471706
1/27/06,0:00,5200 RIVERSIDE BLVD,4,4A        ,1203,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.53065491,-121.5184395
1/27/06,0:00,4238 CABRILLO WAY,6,6B        ,1067,530.5 PC USE PERSONAL ID INFO,2604,Fraud-Imperson,38.53627316,-121.434692
1/27/06,0:00,5700 S LAND PARK DR,4,4C        ,1227,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.52187978,-121.5127489
1/27/06,0:01,1205 LOS ROBLES BLVD,2,2B        ,525,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.63056637,-121.43867009999998
1/27/06,0:01,7940 DEER CREEK DR,5,5B        ,1616,484G(B) PC ACCESS CARD FRAUD,2605,Fraud-Illegal Use Credit Cards,38.47211319,-121.4521928
1/27/06,0:01,377 MARINER POINT WAY,4,4C        ,1284,484J PC PUBLISH CARD INFO,2605,Fraud-Illegal Use Credit Cards,38.48797175,-121.5475886
1/27/06,0:01,1416 HELMSMAN WAY,1,1B        ,444,POSSIBLE FINANCIAL CRIME-I RPT,7000,Code not found,38.60996158,-121.4936477
1/27/06,0:01,1300 45TH ST,3,3C        ,844,487(A) PC GRAND THEFT,2303,Shoplifting,38.56522094,-121.44892469999999
1/27/06,0:01,4800 WESTLAKE PKWY,1,1A        ,130,POSSIBLE FINANCIAL CRIME-I RPT,7000,Code not found,38.65798545,-121.54188300000001
1/27/06,0:05,66 HIDDEN COVE CIR,4,4C        ,1283,487(A) PC GRAND THEFT,2303,Shoplifting,38.490924799999995,-121.53610309999999
1/27/06,0:10,N 12TH ST / N B ST,3,3A        ,709,243(D) PC BATT/CIVILIAN W/INJ,1315,Aggravated Assault-Weapon,38.59049989,-121.4858893
1/27/06,0:15,7749 COLLEGE TOWN DR,3,3C        ,888,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.55706875,-121.4149051
1/27/06,0:20,6666 STOCKTON BLVD,6,6C        ,1441,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.50595853,-121.4342645
1/27/06,0:30,7221 21ST AVE,6,6C        ,1131,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.53259228,-121.4200034
1/27/06,0:30,1107 F ST,3,3A        ,724,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.58451688,-121.48970020000002
1/27/06,0:30,1818 H ST,3,3B        ,736,211 PC  ROBBERY UNSPECIFIED,1299,Robbery-Remarks,38.579057500000005,-121.48095190000001
1/27/06,0:38,5108 TANGERINE AVE,5,5B        ,1604,GANG ACTIVITY - I RPT,7000,Code not found,38.48094352,-121.44172879999999
1/27/06,0:50,5925 SAWYER CIR,5,5C        ,1651,MISSING PERSON,7000,Code not found,38.44863716,-121.43545149999999
1/27/06,1:00,5501 EDEN VIEW DR,5,5C        ,1644,CASUALTY REPORT,7000,Code not found,38.45370726,-121.4390572
1/27/06,1:16,1116 15TH ST,3,3M        ,745,CASUALTY REPORT,7000,Code not found,38.5766684,-121.487703
1/27/06,1:29,2221 DEL PASO RD,1,1A        ,145,484 PC PETTY THEFT,2399,Larceny-Remarks,38.65735092,-121.51026759999999
1/27/06,1:30,1520 DANBROOK DR,1,1A        ,128,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.66739173,-121.495299
1/27/06,2:00,7830 CENTER PKWY,5,5B        ,1621,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.47216444,-121.4382695
1/27/06,2:44,6140 GLORIA DR,4,4C        ,1255,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.5154256,-121.5196746
1/27/06,3:00,2100 Q ST,3,3B        ,767,653M(B) PC ANNOY/RPT CALL HOME,5307,Assembly-Unlawful,38.56764212,-121.48083909999998
1/27/06,4:00,500 LAS PALMAS AVE,2,2B        ,552,THREATS - I RPT,7000,Code not found,38.61853144,-121.4542983
1/27/06,4:35,10TH ST / O ST,3,3A        ,764,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.57476286,-121.4958669
1/27/06,5:06,1218 ALHAMBRA BLVD,3,3C        ,841,451(D) PC  ARSON OF PROPERTY,2099,Arson-Remarks,38.57001413,-121.466838
1/27/06,5:45,7341 ROTELLA DR,6,6C        ,1404,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.51767414,-121.41848540000001
1/27/06,5:45,TRUXEL RD / I 80 EB,1,1B        ,402,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.63365507,-121.50033400000001
1/27/06,6:00,1372 POWDERHORN WAY,1,1B        ,403,487(A) GRAND THEFT-AUTO PARTS,2304,Larceny-Parts From Vehicle,38.63307512,-121.4926223
1/27/06,6:15,4191 RIO LINDA BLVD,2,2A        ,233,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.64379236,-121.4481351
1/27/06,6:25,3625 CLAY ST,2,2A        ,514,CASUALTY REPORT,7000,Code not found,38.63398247,-121.43983349999999
1/27/06,6:32,3000 ATLAS AVE,4,4B        ,969,MISCELLANEOUS I RPT (ZMISC),7000,Code not found,38.53127512,-121.47420279999999
1/27/06,6:40,4620 COUNTRY SCENE WAY,5,5B        ,1621,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.46990907,-121.4483361
1/27/06,6:45,4191 RIO LINDA BLVD,2,2A        ,233,TOWED/STORED VEHICLE,7000,Code not found,38.64379236,-121.4481351
1/27/06,7:00,8562 HERMITAGE WAY,5,5C        ,1653,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.44809977,-121.4272467
1/27/06,7:00,917 38TH ST,3,3C        ,832,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.57110778,-121.4557908
1/27/06,7:00,2350 AMERICAN RIVER DR,3,3C        ,877,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.56841979,-121.40613429999999
1/27/06,7:15,1400 GRAND AVE,2,2A        ,515,MISSING PERSON,7000,Code not found,38.63475409,-121.4347477
1/27/06,7:15,7512 CANDLEWOOD WAY,5,5A        ,1391,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.48507025,-121.50109740000002
1/27/06,7:50,5301 N ST,3,3C        ,845,99170 PUBLIC UTILITIES CODE,7399,Public Order Crimes-Remarks,38.56148913,-121.4403257
1/27/06,8:00,5770 FREEPORT BLVD,4,4C        ,985,FOUND PROPERTY - I RPT,7000,Code not found,38.52199137,-121.49901489999999
1/27/06,8:00,2415 58TH ST,6,6B        ,1018,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.551488299999995,-121.4380403
1/27/06,8:00,1128 F ST,3,3A        ,724,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.58376783,-121.48921229999999
1/27/06,8:00,1231 RUDGER WAY,1,1C        ,426,484G(B) PC ACCESS CARD FRAUD,2605,Fraud-Illegal Use Credit Cards,38.62032474,-121.4867838
1/27/06,8:00,6300 EHRHARDT AVE,5,5C        ,1646,NON INJ HR/MAIL OUT REPORT,7000,Code not found,38.45400615,-121.42887900000001
1/27/06,8:17,282 REDONDO AVE,2,2B        ,541,243(E)1 BATTERY NONCOHAB SPOUS,1315,Aggravated Assault-Weapon,38.62071088,-121.45998
1/27/06,8:30,2630 TAFT ST,2,2B        ,564,ASSAULT WITH WEAPON - I RPT,7000,Code not found,38.61364029,-121.4369555
1/27/06,8:30,3517 PIKE AVE,1,1C        ,419,CASUALTY REPORT,7000,Code not found,38.63199179,-121.47322890000001
1/27/06,8:48,8068 DEER LAKE DR,5,5B        ,1618,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.46447974,-121.4563236
1/27/06,8:49,5TH AVE / FREEPORT BLVD,4,4A        ,936,11357(B)HS POSS -28.5GR MARIJ,3562,Marijuana-Possession,38.55004952,-121.4883801
1/27/06,8:55,SILVER EAGLE RD / MABEL ST,2,2B        ,521,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.63022952,-121.463195
1/27/06,9:00,RALEY BLVD / BELL AVE,2,2A        ,226,484G(B) PC ACCESS CARD FRAUD,2605,Fraud-Illegal Use Credit Cards,38.64733599,-121.42914350000001
1/27/06,9:10,7554 SKELTON WAY,5,5A        ,1393,11357(B)HS POSS -28.5GR MARIJ,3562,Marijuana-Possession,38.48401564,-121.48911159999999
1/27/06,9:30,230 SUMATRA DR,2,2A        ,212,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.65602893,-121.4646676
1/27/06,9:30,4601 BLACKROCK DR,1,1A        ,136,475(C) PASS FORGED NOTE,2506,Possess Forged-Remarks,38.65733301,-121.49521270000001
1/27/06,9:40,3632 52ND ST,6,6B        ,1054,243(E)1 BATTERY NONCOHAB SPOUS,1315,Aggravated Assault-Weapon,38.54100057,-121.44581470000001
1/27/06,9:41,3834 30TH ST,4,4B        ,958,TOWED/STORED VEHICLE,7000,Code not found,38.53953965,-121.4746419
1/27/06,9:44,1400 MAIN AVE,2,2A        ,225,601(A) WI JUVENILE INCORRIGIBL,7000,Code not found,38.65369344,-121.4326189
1/27/06,9:44,3750 MODLIN WAY,2,2A        ,501,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.63610422,-121.4575422
1/27/06,9:45,8151 POWER RIDGE RD,6,6C        ,1145,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.53157904,-121.40754199999999
1/27/06,9:52,1321 N C ST,3,3A        ,706,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.59124596,-121.4832354
1/27/06,10:00,2391 FRUITRIDGE RD,4,4B        ,976,476 PC PASS FICTICIOUS CHECK,2501,Forgery of Checks,38.52487561,-121.48363190000002
1/27/06,10:03,8621 CHARENTE WAY,5,5C        ,1654,148(A)(1)PC RESIST PEACE OFFCR,4801,Resisting Officer,38.44386605,-121.41204350000001
1/27/06,10:21,1696 ARDEN WAY,2,2C        ,628,LOST PROPERTY - I RPT,7000,Code not found,38.59891162,-121.4258885
1/27/06,10:22,2065 W EL CAMINO AVE,1,1B        ,422,POSSIBLE MENTAL - I RPT,7000,Code not found,38.61547541,-121.5089523
